sex,caring_for_household_members,caring_for_non_household_members,consumer_purchases,eating_and_drinking,education,government_services_and_civic_obligations,household_activities,household_services,personal_care_activities,professional_and_personal_care_services,religious_and_spiritual_activities,socializing_relaxing_and_leisure,sports_exercise_and_recreation,telephone_calls,traveling,volunteer_activities,work_and_work_related_activities
male,0,30,5,75,0,0,90,0,855,0,90,180,0,0,115,0,0
female,0,0,0,10,0,0,0,0,685,0,0,302,0,0,52,0,321
male,0,0,0,180,0,0,60,0,690,0,0,440,0,0,10,0,0
male,0,0,0,30,0,0,290,0,640,0,0,415,0,10,40,0,0
female,0,212,35,30,0,0,100,0,655,90,0,114,45,70,89,0,0
female,62,0,120,120,0,0,360,0,540,0,0,213,0,0,25,0,0
female,65,0,60,50,0,0,245,0,660,0,0,356,0,0,4,0,0
female,102,0,0,50,0,0,448,0,515,0,0,125,0,65,0,0,0
male,0,240,0,110,0,0,310,0,500,0,0,220,0,0,60,0,0
male,0,0,0,205,0,0,15,0,841,90,0,244,0,0,45,0,0
female,45,0,0,40,0,0,55,0,760,0,0,540,0,0,0,0,0
male,0,0,0,45,0,0,0,0,360,0,0,0,0,0,20,0,1015
female,0,0,0,10,0,0,10,0,780,0,0,460,0,0,0,0,0
female,0,0,0,40,910,0,15,0,330,0,0,45,90,0,10,0,0
female,147,0,0,60,0,0,60,0,500,30,0,115,0,0,83,0,445
female,0,0,0,242,0,0,60,0,510,0,0,75,0,0,56,0,497
male,0,0,10,80,0,0,0,0,400,0,0,250,0,0,80,0,620
female,30,0,0,30,0,0,345,0,625,0,120,175,0,0,20,95,0
male,0,0,50,210,0,0,5,0,488,0,0,285,0,0,162,0,240
female,0,0,20,45,0,0,62,0,530,78,0,120,0,20,40,0,525
male,0,0,0,150,0,0,0,0,490,0,0,15,0,0,100,0,685
male,0,0,0,5,0,0,10,0,660,0,0,765,0,0,0,0,0
female,80,0,0,120,0,0,0,0,760,0,120,120,210,0,30,0,0
male,0,0,0,95,0,0,150,0,510,0,0,375,0,0,90,0,220
female,0,0,0,140,0,0,160,0,280,0,0,50,0,0,75,0,735
male,0,0,0,130,0,0,60,0,575,0,0,405,0,0,100,60,0
female,0,0,0,45,0,0,0,0,760,0,0,595,0,0,40,0,0
female,33,0,0,70,0,0,123,0,423,0,0,100,30,2,80,0,484
female,215,0,5,120,0,0,0,0,585,0,0,360,0,40,75,0,0
female,0,0,0,210,0,0,0,0,510,0,0,255,270,0,195,0,0
male,0,0,0,210,0,0,50,0,420,0,0,300,0,60,0,0,400
female,165,0,285,15,0,0,170,0,685,0,0,90,0,0,30,0,0
female,90,0,0,20,0,0,220,0,510,0,80,440,0,0,20,60,0
male,0,0,0,60,0,0,0,0,580,0,0,0,0,0,35,0,765
female,0,0,0,30,0,0,120,0,660,0,0,160,0,0,35,0,435
male,0,0,50,80,0,0,260,0,385,0,0,160,0,0,53,0,452
female,0,0,165,90,0,0,115,0,560,0,75,250,30,15,140,0,0
female,15,0,93,15,0,0,86,0,580,30,0,526,0,0,93,0,0
female,0,10,3,90,0,0,235,0,470,0,0,315,30,20,132,0,120
female,397,0,15,45,0,0,255,15,630,10,0,0,0,0,33,0,30
male,0,0,20,75,0,0,85,0,650,0,0,492,0,0,118,0,0
male,0,0,0,130,0,0,90,0,480,0,0,740,0,0,0,0,0
female,0,0,90,50,0,0,70,0,540,0,0,560,0,20,110,0,0
female,225,0,120,100,0,0,490,0,385,0,0,90,0,0,30,0,0
female,0,0,0,120,0,0,340,0,690,0,60,210,0,0,20,0,0
male,0,0,0,105,0,0,0,0,380,0,0,475,0,0,90,0,390
female,0,0,0,90,0,0,390,0,555,0,75,135,0,0,195,0,0
male,0,0,0,30,0,220,90,0,645,0,0,240,180,0,35,0,0
male,0,0,30,60,0,0,30,0,513,60,0,120,0,0,42,0,585
female,405,0,0,30,0,0,71,0,779,0,0,155,0,0,0,0,0
female,215,0,40,134,0,0,8,0,420,0,0,278,60,0,73,0,212
female,15,0,25,0,0,0,2,0,705,0,0,496,60,0,137,0,0
male,0,0,67,42,390,0,93,0,415,0,0,347,6,0,80,0,0
female,0,0,0,50,51,0,363,0,601,0,0,345,0,0,30,0,0
female,43,25,15,30,0,0,20,0,540,0,0,401,0,135,140,0,0
female,20,0,30,100,0,0,255,0,711,0,0,300,0,0,24,0,0
male,0,0,0,60,0,0,0,0,840,0,60,450,0,0,30,0,0
male,0,5,100,80,0,0,105,0,582,0,0,405,120,2,41,0,0
male,0,0,0,30,0,0,0,0,505,0,0,75,0,0,1,0,829
female,11,0,0,75,0,0,0,0,719,0,0,345,0,0,290,0,0
male,0,0,0,75,0,0,0,0,705,0,0,120,0,0,30,0,510
female,2,20,115,105,0,0,0,0,575,0,0,423,0,0,200,0,0
female,0,0,15,240,0,0,265,0,515,0,215,120,0,0,70,0,0
male,0,0,0,0,0,0,4,0,616,0,0,120,0,0,40,0,660
male,0,0,20,30,0,0,30,0,700,0,0,600,0,0,60,0,0
male,0,0,0,40,0,0,0,0,905,0,0,435,0,0,60,0,0
male,0,0,0,45,460,0,0,0,665,0,0,60,120,0,90,0,0
female,0,0,0,65,0,0,168,0,605,0,254,334,0,2,12,0,0
male,0,0,0,15,0,0,0,0,605,0,0,160,0,0,30,0,630
female,202,0,0,50,45,0,121,0,563,15,0,273,0,60,36,0,75
female,45,0,0,15,0,0,1,0,445,0,0,319,0,45,90,0,480
male,0,0,60,105,0,0,266,0,535,5,0,165,0,0,119,185,0
female,0,0,0,175,0,0,0,0,525,0,0,175,0,65,45,0,455
male,0,0,8,50,0,0,0,0,302,0,0,477,0,0,133,0,470
male,50,0,15,120,0,0,150,0,580,0,0,395,30,0,100,0,0
male,40,0,10,15,0,0,0,0,475,0,0,65,145,0,150,0,540
female,0,126,110,30,0,0,185,0,545,15,0,120,0,1,308,0,0
male,0,0,0,30,0,0,260,0,540,0,0,610,0,0,0,0,0
male,0,0,0,60,495,0,118,0,430,0,0,120,199,1,17,0,0
female,0,20,60,20,0,0,165,0,690,150,0,280,0,0,55,0,0
female,0,0,270,10,0,0,163,0,712,0,0,105,0,0,180,0,0
female,261,0,75,35,0,0,82,0,530,90,0,135,0,0,180,0,50
female,0,0,60,90,0,0,500,0,540,0,0,240,0,0,10,0,0
female,0,0,180,180,0,0,140,0,720,0,0,100,0,60,60,0,0
male,0,0,22,90,0,0,570,0,420,0,0,308,0,0,30,0,0
female,0,0,0,120,0,0,420,0,660,0,0,150,0,0,0,0,90
female,11,0,0,40,0,0,185,0,440,0,0,215,0,0,56,0,493
female,150,0,300,90,0,0,115,0,540,0,0,120,0,0,120,0,5
male,0,0,0,0,0,0,60,0,975,0,0,90,0,0,195,0,0
female,0,270,0,60,0,0,170,0,720,0,0,100,0,0,120,0,0
female,0,0,30,145,0,0,281,0,545,0,15,185,95,0,50,0,0
female,120,0,0,90,0,0,240,0,600,0,0,360,0,0,30,0,0
male,0,0,60,225,0,0,20,0,625,0,0,455,0,0,55,0,0
female,20,0,15,45,0,0,214,0,1027,0,0,107,0,0,10,0,0
female,0,0,0,85,0,0,590,0,750,0,0,15,0,0,0,0,0
female,0,0,0,50,0,0,75,0,600,0,0,715,0,0,0,0,0
female,0,350,0,20,0,0,60,0,630,0,0,380,0,0,0,0,0
female,0,0,20,155,0,0,40,0,515,0,60,390,130,0,130,0,0
male,0,0,0,45,0,0,0,0,365,0,0,315,0,0,25,0,690
male,0,0,0,30,0,0,0,0,660,0,0,750,0,0,0,0,0
female,0,0,0,30,374,0,0,0,240,0,0,756,0,1,39,0,0
female,0,0,45,0,0,0,40,0,720,0,0,270,250,0,115,0,0
female,0,0,0,160,0,0,0,0,1255,0,0,0,0,0,25,0,0
female,48,0,0,30,0,0,210,0,731,0,0,60,0,0,147,0,214
male,0,0,10,10,0,0,0,0,435,0,0,350,0,0,100,0,535
female,0,0,60,50,0,0,240,0,360,0,0,120,120,0,165,120,205
female,0,0,0,60,0,0,80,0,495,0,0,55,0,0,0,0,570
female,0,10,30,115,0,0,30,0,519,0,0,0,0,0,736,0,0
male,0,0,0,40,0,0,0,0,685,0,0,625,0,0,30,0,0
female,4,55,45,15,0,0,20,0,768,0,0,398,0,30,75,0,30
female,12,1,0,15,0,0,130,0,536,30,0,488,0,0,103,0,0
female,0,0,0,10,0,0,415,0,540,0,0,50,0,0,60,0,365
male,0,0,0,20,0,0,25,0,662,0,0,673,60,0,0,0,0
male,0,0,201,20,0,0,175,0,708,0,0,220,0,0,86,0,0
male,0,0,0,45,0,0,5,0,675,0,0,665,0,0,50,0,0
female,0,5,0,5,0,0,0,0,545,0,0,260,60,0,85,0,480
female,0,0,0,65,0,0,60,0,825,0,70,245,0,90,50,35,0
female,0,0,120,45,0,0,30,0,705,0,0,425,0,0,115,0,0
female,0,5,0,15,0,0,26,0,702,0,0,292,303,12,85,0,0
female,65,0,0,145,0,0,120,0,545,0,98,330,0,15,37,0,0
male,0,0,0,75,0,0,0,0,780,0,180,63,0,0,89,0,253
male,0,0,0,45,0,0,90,0,570,0,0,735,0,0,0,0,0
male,0,0,0,105,0,0,210,0,855,0,0,270,0,0,0,0,0
male,0,0,0,30,0,0,45,0,495,0,0,150,120,0,30,0,570
male,0,0,0,30,0,0,120,0,660,0,0,530,0,0,100,0,0
female,130,0,60,75,0,0,30,0,510,0,0,100,0,0,70,0,465
female,120,0,0,45,0,0,35,0,540,0,0,190,0,0,40,0,470
male,0,60,0,30,0,0,150,0,420,0,0,660,60,60,0,0,0
female,0,0,0,75,0,0,40,0,715,0,0,610,0,0,0,0,0
female,310,0,0,75,0,0,75,0,645,0,0,45,0,0,40,0,250
male,450,0,0,60,0,0,160,0,565,0,0,205,0,0,0,0,0
female,46,0,15,68,0,0,40,0,445,0,0,20,0,0,91,0,715
female,61,0,15,35,0,0,100,0,510,0,0,189,0,0,125,0,405
male,0,0,0,15,0,0,88,0,645,0,150,390,30,0,62,0,0
female,10,0,51,35,0,0,225,15,655,0,0,195,0,0,135,0,0
male,60,0,0,65,0,0,63,0,540,0,0,507,0,0,30,0,0
female,134,0,180,65,0,0,193,0,600,0,0,173,0,0,95,0,0
male,0,0,0,25,0,0,170,0,600,0,0,180,405,0,60,0,0
female,0,0,0,15,0,0,0,0,1140,0,0,285,0,0,0,0,0
female,98,0,0,85,0,0,412,0,625,0,0,180,0,0,40,0,0
female,146,0,0,50,0,0,50,0,495,0,0,166,0,0,119,0,414
female,35,0,0,35,0,0,585,0,514,0,0,231,0,0,40,0,0
female,0,0,0,45,30,0,3,0,672,0,222,461,0,0,7,0,0
female,25,0,145,30,295,0,105,0,555,0,0,125,0,0,160,0,0
male,1,0,10,90,0,0,90,0,580,0,0,86,0,0,118,0,465
female,170,0,15,60,240,30,5,0,545,0,0,275,0,0,100,0,0
female,0,0,0,65,415,0,20,0,545,0,0,105,0,0,65,0,225
male,30,0,0,150,0,0,390,0,810,0,0,60,0,0,0,0,0
female,60,0,0,180,0,0,190,0,630,0,0,380,0,0,0,0,0
male,200,0,0,90,0,0,30,0,395,0,0,135,0,0,20,0,570
female,0,0,0,80,0,0,20,0,570,0,0,200,0,0,85,0,485
female,0,0,0,150,0,0,395,0,555,0,0,275,0,35,30,0,0
male,0,1,0,340,0,0,45,0,554,0,0,380,0,0,120,0,0
female,0,0,0,25,0,0,25,0,420,0,0,910,0,0,60,0,0
female,0,0,7,45,0,10,135,0,597,0,0,438,0,180,28,0,0
female,0,5,0,65,0,0,5,0,282,0,87,530,0,60,406,0,0
female,111,0,0,105,0,0,15,0,570,0,0,0,0,0,65,0,574
female,145,0,30,55,0,0,50,0,674,0,0,181,0,0,77,0,228
male,0,0,340,95,0,0,90,0,720,0,0,100,0,0,95,0,0
male,170,0,30,45,0,0,55,0,510,0,0,30,0,0,40,0,560
female,0,45,120,135,0,0,90,0,630,0,60,300,0,0,60,0,0
female,51,0,0,180,0,0,2,0,452,0,0,60,0,0,210,0,485
female,0,0,0,25,0,0,300,0,510,0,0,605,0,0,0,0,0
female,24,15,20,30,0,0,10,0,770,0,0,315,115,7,119,0,0
female,0,0,0,32,0,0,0,0,720,0,0,688,0,0,0,0,0
female,85,0,65,30,0,0,125,0,540,0,0,20,0,0,130,0,445
male,15,0,0,65,0,0,70,0,560,0,0,45,0,0,120,0,565
female,90,0,0,75,0,0,45,0,550,0,0,25,0,0,85,0,570
female,180,0,180,90,0,0,165,0,590,0,0,180,0,0,55,0,0
male,0,0,150,30,0,0,10,0,330,0,0,80,100,0,110,0,630
male,0,0,180,30,0,0,0,0,562,0,0,402,120,0,146,0,0
female,0,195,0,10,0,0,180,0,525,10,0,465,0,0,55,0,0
male,0,0,0,80,0,0,32,0,496,35,0,299,0,30,63,0,405
female,0,0,0,140,0,0,0,0,580,0,105,45,0,25,125,0,420
female,0,0,0,0,0,0,210,0,660,0,0,180,240,0,150,0,0
female,0,0,0,90,0,0,0,0,525,30,0,231,50,0,39,0,475
female,130,0,120,30,0,0,145,0,570,0,60,295,0,0,60,0,0
female,190,0,0,90,0,0,197,10,512,40,0,15,0,45,166,175,0
female,0,8,0,50,0,45,0,0,180,0,0,529,0,260,368,0,0
female,0,0,0,60,0,0,660,30,520,0,0,110,0,0,0,60,0
female,0,0,220,90,0,0,30,0,565,0,0,405,0,0,130,0,0
female,136,0,20,70,0,0,105,0,589,0,0,60,0,0,37,0,423
female,166,0,120,50,0,0,50,0,730,0,0,184,0,0,140,0,0
female,150,0,0,60,0,0,160,0,610,0,0,460,0,0,0,0,0
male,0,130,0,30,0,0,150,0,630,0,90,235,0,0,175,0,0
female,175,0,128,90,0,0,90,0,634,0,0,225,0,0,68,0,0
female,115,0,0,30,0,0,165,0,720,0,0,350,0,60,0,0,0
female,0,0,65,70,0,0,80,0,595,0,0,440,0,10,75,105,0
female,268,155,25,50,0,0,110,0,615,0,0,165,0,0,52,0,0
female,0,0,90,45,60,0,90,0,765,0,0,180,70,0,140,0,0
male,0,0,0,35,0,0,0,0,500,0,70,725,30,0,80,0,0
male,0,0,150,50,0,0,175,0,660,0,0,325,0,0,80,0,0
female,0,0,0,0,0,0,480,0,420,0,0,360,0,180,0,0,0
female,0,0,0,40,596,0,21,0,404,0,0,260,0,0,119,0,0
female,215,0,30,65,0,0,200,0,645,0,0,145,0,20,120,0,0
male,0,5,58,7,0,0,20,0,20,7,0,596,0,624,103,0,0
male,17,0,0,105,0,0,105,0,585,0,0,103,0,0,60,0,465
female,0,0,98,90,0,0,102,0,553,0,0,492,0,20,21,0,0
female,267,0,0,20,0,0,42,0,479,10,0,60,0,0,124,0,438
female,0,0,0,70,0,0,70,0,600,0,55,470,0,0,175,0,0
female,0,0,0,105,0,0,0,0,480,0,103,718,0,0,34,0,0
female,0,0,0,120,0,0,600,0,720,0,0,0,0,0,0,0,0
male,0,0,0,30,0,0,0,0,658,0,0,164,98,0,70,0,420
female,60,0,5,15,0,0,135,0,535,0,0,165,0,0,30,0,495
female,0,10,0,105,180,0,0,0,722,0,235,150,0,0,38,0,0
female,0,0,0,60,0,0,90,0,690,0,235,355,0,0,10,0,0
male,0,0,0,55,0,0,30,0,510,0,0,845,0,0,0,0,0
male,100,0,0,60,0,0,100,0,615,0,0,495,0,0,70,0,0
female,10,0,0,80,0,0,30,0,650,0,0,0,0,0,50,0,560
male,0,0,0,15,0,0,20,0,435,0,0,585,220,0,165,0,0
male,130,0,175,100,0,0,30,0,650,0,60,265,0,0,30,0,0
male,0,0,20,130,0,0,30,0,505,0,10,155,0,10,60,0,520
female,0,0,55,45,0,0,270,0,710,0,0,0,0,0,135,165,60
male,60,0,120,120,0,0,120,0,690,0,0,135,0,0,30,0,105
male,60,0,60,65,0,0,60,0,510,0,0,0,0,0,135,0,550
female,430,0,0,65,0,0,165,0,600,0,30,150,0,0,0,0,0
female,0,0,70,75,0,0,320,0,660,0,0,274,0,20,21,0,0
female,30,0,0,30,0,0,245,0,540,70,0,435,0,0,60,0,0
female,0,145,0,30,0,0,0,0,730,0,0,485,0,0,50,0,0
female,286,0,60,60,0,0,211,0,510,10,0,145,45,20,93,0,0
female,216,0,0,80,0,0,225,0,620,0,0,250,0,2,0,0,30
female,0,0,0,60,0,0,510,0,660,0,0,210,0,0,0,0,0
male,11,300,0,40,0,0,240,0,450,0,0,155,0,0,80,0,0
female,0,30,125,75,0,0,250,0,570,0,0,305,0,5,80,0,0
female,0,240,0,90,0,0,330,0,540,0,0,240,0,0,0,0,0
male,0,0,255,50,0,0,0,0,680,0,0,435,0,0,20,0,0
female,0,0,0,20,0,0,60,0,590,0,0,120,45,0,85,0,520
female,0,0,0,90,115,0,25,0,450,0,0,90,60,0,190,0,420
male,0,0,0,90,0,0,0,0,455,0,0,435,0,0,40,0,400
male,0,0,7,75,0,0,405,0,630,0,0,293,0,0,30,0,0
female,0,0,0,170,0,0,0,0,440,0,0,270,0,0,75,0,485
male,0,0,0,0,0,0,0,0,540,0,0,510,300,0,30,0,0
female,0,0,0,55,0,0,40,0,540,0,0,805,0,0,0,0,0
female,21,0,20,95,0,0,335,0,544,0,0,215,0,17,114,0,0
male,0,0,0,60,300,0,50,0,575,0,0,0,0,0,80,0,285
male,165,0,0,0,0,0,400,0,630,0,0,220,0,0,25,0,0
female,0,0,0,145,0,0,350,0,490,0,75,330,0,0,50,0,0
male,10,0,7,35,0,0,30,0,560,2,0,335,0,0,51,0,250
female,130,0,10,0,0,0,0,180,615,0,0,0,60,0,445,0,0
female,0,0,24,63,0,0,79,0,550,25,10,149,0,5,64,0,471
male,0,2,0,150,0,0,0,0,615,0,0,433,0,0,20,175,0
male,0,0,10,77,440,0,0,0,580,0,0,273,0,10,50,0,0
female,85,0,0,90,0,0,40,0,532,0,0,30,0,0,101,105,457
female,0,0,0,50,0,0,270,0,1000,0,0,120,0,0,0,0,0
female,0,0,0,30,0,0,120,0,540,0,0,600,90,0,60,0,0
female,160,0,60,105,0,0,10,0,315,0,0,0,0,0,110,0,680
female,105,0,30,50,0,0,35,0,600,0,0,155,0,0,55,0,410
male,15,0,0,60,0,0,190,0,90,0,0,30,280,0,285,0,490
male,0,0,0,30,60,0,0,0,720,0,0,390,60,0,120,0,60
male,60,0,2,40,0,0,50,0,713,0,0,190,180,0,205,0,0
female,25,0,0,100,0,0,40,0,650,0,0,10,0,0,100,0,515
female,10,0,0,55,0,0,0,0,625,0,0,160,0,0,160,0,430
female,140,0,0,60,0,0,40,0,480,0,0,145,0,0,24,208,343
female,0,0,0,45,355,0,0,0,800,0,0,215,0,0,25,0,0
male,60,0,0,90,0,0,195,0,675,0,0,270,120,0,30,0,0
male,0,0,0,80,60,0,10,0,415,0,0,145,110,0,170,0,450
male,120,0,5,30,0,0,15,0,720,0,0,550,0,0,0,0,0
male,0,0,0,0,575,0,0,0,360,0,0,285,120,0,40,0,60
male,0,0,0,45,0,0,75,0,840,0,0,450,0,0,30,0,0
female,90,0,0,15,307,0,90,0,745,0,0,120,0,0,73,0,0
female,279,0,0,75,0,0,245,0,480,0,0,226,60,0,70,5,0
male,0,0,90,60,0,0,645,0,600,0,0,0,0,0,45,0,0
female,0,0,45,20,0,0,60,0,540,120,0,230,0,0,115,0,310
female,0,0,0,0,0,0,5,0,780,0,0,655,0,0,0,0,0
female,0,0,0,10,0,0,30,0,720,0,200,460,0,0,20,0,0
female,33,0,135,70,0,0,411,5,550,0,0,150,0,45,41,0,0
male,40,0,60,30,0,0,30,0,600,0,0,555,0,75,50,0,0
female,134,0,130,70,120,0,171,0,525,15,0,0,0,0,275,0,0
male,0,0,0,35,0,0,415,0,455,0,0,40,0,0,50,0,445
female,0,0,0,75,0,0,190,0,750,0,0,425,0,0,0,0,0
male,0,0,0,0,0,0,0,0,630,0,0,300,0,0,30,0,480
female,0,0,0,210,0,0,0,0,360,0,0,825,0,0,45,0,0
female,0,0,0,15,0,0,5,0,665,0,0,20,50,0,80,0,605
female,140,0,15,65,0,0,343,0,571,0,45,130,0,91,40,0,0
male,20,0,0,105,695,0,30,0,370,0,0,0,120,0,100,0,0
male,182,0,45,60,0,0,150,0,480,0,0,263,0,0,110,0,150
male,0,0,0,175,0,0,0,0,480,0,0,439,0,0,22,0,324
male,240,0,95,40,0,0,180,0,630,0,0,180,0,0,45,0,30
female,10,0,0,35,0,0,5,0,540,0,0,235,0,0,125,0,490
female,0,0,0,30,0,0,190,0,575,0,0,555,90,0,0,0,0
male,0,79,35,50,0,0,15,0,510,0,0,260,0,0,101,0,390
female,0,0,0,40,20,0,15,0,295,195,0,300,90,0,485,0,0
male,0,0,0,15,0,0,62,0,452,0,0,911,0,0,0,0,0
male,5,0,90,40,0,0,160,0,540,0,0,360,30,0,95,90,30
female,0,0,5,70,0,0,105,0,675,0,0,50,0,0,50,0,485
male,125,0,10,110,180,0,0,0,685,0,0,199,60,0,71,0,0
female,0,106,0,20,0,0,328,0,480,0,0,459,0,0,31,1,0
male,0,0,0,180,0,0,0,0,600,0,0,405,145,0,80,30,0
female,0,0,0,40,0,0,270,0,700,0,45,350,0,0,20,0,0
female,0,0,65,120,0,0,50,0,600,0,120,75,0,0,405,0,5
male,0,2,0,80,0,0,2,0,393,0,5,405,0,0,41,0,512
male,0,0,0,45,0,0,0,0,630,180,0,525,0,0,60,0,0
male,27,15,0,30,0,0,45,0,595,0,0,300,0,60,68,0,300
female,0,0,0,45,0,0,0,0,840,0,0,555,0,0,0,0,0
male,20,0,0,120,0,0,60,0,480,0,90,330,0,0,125,0,215
male,165,0,80,135,0,0,110,0,580,0,0,315,0,0,55,0,0
female,0,0,0,100,0,0,0,0,440,150,0,210,0,0,45,0,495
female,0,5,122,15,0,0,86,0,463,15,60,80,0,0,210,40,344
male,0,0,0,15,0,0,0,0,450,0,0,300,0,0,60,0,615
male,0,0,0,55,0,0,215,0,840,0,0,289,0,0,41,0,0
male,0,0,0,120,0,0,145,0,489,0,30,359,0,0,68,143,0
female,0,1,5,134,0,0,30,0,475,0,0,160,0,0,66,0,509
male,0,10,12,0,0,0,0,0,423,0,0,720,0,0,275,0,0
female,7,0,60,61,0,0,109,0,565,10,0,180,0,0,79,0,369
male,0,0,0,105,0,0,0,0,410,0,0,180,45,0,25,0,675
female,31,14,45,33,0,0,28,0,607,0,0,120,0,0,96,0,466
female,0,0,0,105,0,0,480,0,780,0,0,45,30,0,0,0,0
male,5,0,0,50,0,0,15,0,455,0,0,100,0,0,95,80,640
female,50,0,0,75,0,0,455,0,650,0,0,150,0,30,0,0,30
male,0,0,0,90,480,0,0,0,655,0,0,120,60,0,35,0,0
male,0,0,0,0,0,0,0,0,468,0,0,0,0,0,24,0,948
female,239,0,195,15,0,0,236,0,486,0,0,180,0,0,89,0,0
male,75,0,0,20,0,0,80,0,755,0,0,500,0,0,10,0,0
female,0,0,0,120,506,0,80,0,480,0,0,130,45,0,79,0,0
male,0,0,0,90,0,0,390,0,540,0,0,420,0,0,0,0,0
female,51,0,60,60,0,0,313,0,616,60,0,25,0,1,239,0,15
female,0,0,0,150,0,0,120,0,658,0,0,388,0,0,124,0,0
male,0,0,0,60,0,0,0,0,860,60,0,0,0,30,95,0,335
male,275,0,30,20,0,0,55,0,425,0,0,240,0,10,260,0,125
female,225,0,0,65,0,0,220,0,540,0,0,160,0,0,10,0,220
female,465,0,20,30,0,0,10,0,540,0,0,240,0,0,135,0,0
female,0,0,0,40,0,0,40,0,540,0,30,240,60,0,80,410,0
female,0,0,188,60,0,0,92,0,460,0,0,410,0,120,110,0,0
female,15,0,0,240,0,0,120,0,680,0,240,0,30,0,115,0,0
female,0,0,0,45,0,0,0,0,735,150,0,280,0,0,65,0,0
female,0,0,0,40,0,0,510,0,435,0,125,310,0,0,20,0,0
female,0,0,20,35,0,0,356,0,436,0,34,478,0,55,26,0,0
male,0,0,10,20,0,0,0,0,800,0,0,540,30,0,40,0,0
male,9,0,2,40,0,0,177,0,396,0,0,78,0,20,165,0,533
female,180,0,0,30,0,0,218,0,607,0,0,120,270,0,15,0,0
female,0,0,0,120,0,0,10,0,450,120,0,215,0,0,95,0,430
female,0,0,0,168,0,0,30,0,660,0,0,300,0,0,280,0,0
female,0,0,0,60,0,0,0,0,780,0,0,490,0,0,110,0,0
female,155,0,75,220,0,0,65,0,690,0,0,175,0,0,25,0,0
female,10,0,0,40,0,0,90,0,630,0,80,490,0,0,100,0,0
female,159,0,108,20,0,0,270,60,445,2,25,165,0,25,116,45,0
male,0,0,10,40,0,0,260,70,445,0,0,175,0,0,430,0,10
female,0,60,0,30,0,0,60,0,570,0,0,250,60,0,50,0,0
male,0,0,0,15,0,0,105,0,600,0,0,285,0,0,40,0,395
female,0,0,0,95,0,0,208,0,537,0,0,485,50,0,10,0,0
female,0,105,28,90,0,0,366,0,540,5,0,200,45,0,61,0,0
female,0,0,15,90,0,0,425,0,600,0,0,240,0,0,10,0,0
male,0,0,20,75,0,0,206,0,525,5,0,442,0,0,167,0,0
female,0,0,0,210,0,0,180,0,780,0,0,270,0,0,0,0,0
female,180,0,0,0,0,0,540,0,480,0,0,240,0,0,0,0,0
female,0,0,0,15,0,0,10,0,805,0,50,505,0,0,55,0,0
female,10,10,0,0,0,0,53,0,546,0,173,318,0,0,135,135,0
female,0,32,100,30,0,0,233,0,449,0,0,60,60,48,198,0,230
female,0,0,0,60,0,0,0,0,420,0,0,960,0,0,0,0,0
male,0,0,61,20,0,0,10,0,714,0,0,145,0,15,355,0,120
female,45,0,45,40,0,0,525,0,580,5,0,75,50,65,10,0,0
female,5,0,10,65,0,0,0,0,420,0,0,245,150,0,75,0,470
male,16,0,0,35,120,0,165,0,690,0,0,265,0,80,59,0,0
male,0,0,11,40,0,0,15,0,900,0,0,444,0,0,25,0,5
female,0,0,0,60,0,0,375,0,635,0,0,370,0,0,0,0,0
female,0,0,0,150,0,0,60,0,810,0,0,0,0,0,420,0,0
male,0,0,0,60,0,0,0,0,1380,0,0,0,0,0,0,0,0
female,230,0,0,75,0,0,10,0,465,0,0,135,0,0,65,0,460
female,0,0,25,16,0,0,102,0,720,0,0,537,0,0,40,0,0
female,195,0,0,30,0,0,200,0,570,0,0,249,180,0,16,0,0
female,528,0,0,107,0,0,150,0,630,0,0,0,0,0,25,0,0
male,0,0,0,270,0,0,0,0,660,0,180,180,0,0,150,0,0
male,0,0,0,30,0,0,420,0,600,0,0,270,120,0,0,0,0
female,0,0,0,75,0,0,235,0,705,0,0,365,60,0,0,0,0
female,0,0,0,135,0,0,80,0,610,0,0,615,0,0,0,0,0
female,0,0,220,70,0,0,70,0,735,0,0,190,50,0,105,0,0
male,0,0,0,90,0,0,0,0,510,0,0,800,0,0,40,0,0
female,0,0,120,90,0,0,20,0,640,60,0,285,0,60,165,0,0
female,0,0,0,50,0,0,105,0,505,0,0,200,0,15,30,0,535
male,0,0,0,90,0,0,0,0,710,0,0,480,0,0,10,0,0
female,195,0,30,70,0,0,335,0,510,0,0,80,0,0,220,0,0
female,0,0,10,40,0,0,240,0,570,0,0,450,0,40,80,0,0
male,0,248,0,60,0,0,32,0,405,0,0,105,0,0,130,0,460
female,45,0,0,30,0,0,0,0,420,0,0,330,0,0,150,0,465
male,0,0,90,35,0,0,25,0,420,0,0,153,0,0,54,0,663
female,0,555,0,120,0,0,60,0,480,0,0,105,0,0,0,0,0
female,0,0,60,60,0,0,75,0,690,0,0,545,0,0,10,0,0
male,0,0,0,70,0,0,240,0,665,0,0,415,0,0,50,0,0
female,0,0,60,60,0,0,30,0,540,0,0,540,0,0,210,0,0
male,10,0,6,15,0,0,0,0,527,0,0,140,90,0,43,0,609
male,0,5,75,150,0,0,115,0,475,15,0,345,30,60,25,70,0
male,0,0,5,13,0,0,0,0,940,0,0,459,0,0,23,0,0
female,0,0,100,0,0,0,35,0,720,0,0,436,0,0,149,0,0
male,0,0,0,270,0,0,0,0,360,0,0,75,0,0,115,0,620
